abstrakter	NOUN	abstracter;abstracts
abstrakters	NOUN	abstracts';abstracters
abstrakt	ADJ	nonfigurativ;nonfigurativt
abstrakte	ADJ	nonfigurative
abyssinierkat	?	abyssinier
accelerationsbane	?	tilkørselsbane
acceleratorkort	?	accelerator
accept	NOUN	godkendelse
accepten	NOUN	godkendelsen
acceptens	NOUN	godkendelsens
accepts	NOUN	godkendelses
accepterne	NOUN	godkendelserne
accepternes	NOUN	godkendelsernes
accepter	NOUN	godkendelser
accepters	NOUN	godkendelsers
acceptabel	ADJ	antagelig
acceptable	ADJ	antagelige
acceptabelt	ADJ	antageligt
acceptere	VERB	anerkende
accepter	VERB	anerkend
accepteret	VERB	anerkendt
accepterer	VERB	anerkender
accepterende	VERB	anerkendende
accepterede	VERB	anerkendte
accepteres	VERB	anerkendes
accepteredes	VERB	anerkendtes
acces	NOUN	adgang
accessen	NOUN	adgangen
accessens	NOUN	adgangens
acces'	NOUN	adgangs
accesserne	NOUN	adgangene
accessernes	NOUN	adgangenes
accesser	NOUN	adgange
accessers	NOUN	adganges
accessoires	NOUN	accessories
accessoires'	NOUN	accessories'
acetaldehyd	?	ethanal;ætanal
acid	?	acidhouse
acidhouse	?	acid
acyklisk	?	skruebladet
adaptation	NOUN	tilpasning
adaptationen	NOUN	tilpasningen
adaptationens	NOUN	tilpasningens
adaptations	NOUN	tilpasnings
adaptationerne	NOUN	tilpasningerne
adaptationernes	NOUN	tilpasningernes
adaptationer	NOUN	tilpasninger
adaptationers	NOUN	tilpasningers
adaptere	VERB	tilpasse
adapter	VERB	tilpas
adapteret	VERB	tilpasset
adapterer	VERB	tilpasser
adapterende	VERB	tilpassende
adapterede	VERB	tilpassede
adapteres	VERB	tilpasses
adapteredes	VERB	tilpassedes
addering	NOUN	addition
adderingen	NOUN	additionen
adderingens	NOUN	additionens
adderings	NOUN	additions
adderingerne	NOUN	additionerne
adderingernes	NOUN	additionernes
adderinger	NOUN	additioner
adderingers	NOUN	additioners
adel	NOUN	adelstand
adlen	NOUN	adelstanden
adelen	NOUN	adelstanden
adlens	NOUN	adelstandens
adelens	NOUN	adelstandens
adels	NOUN	adelstands
adelsbrev	?	adelspatent
adelsdame	?	adelsfrue
adelsfrue	?	adelsdame
adelskalender	?	adelsårbog
adelspatent	?	adelsbrev
adelsårbog	?	adelskalender
adfærd	NOUN	optræden;optrædener;handlemåder;handlemåde
adfærden	NOUN	handlemåden
adfærdens	NOUN	handlemådens
adfærds	NOUN	optrædeners;handlemådes;optrædens;handlemåders
adfærdene	NOUN	optrædenerne;handlemåderne
adfærdenes	NOUN	handlemådernes;optrædenernes
adfærdsproblem	?	adfærdsvanskelighed
adfærdsvanskelighed	?	adfærdsproblem
adgangsbetingelse	?	adgangskrav
adgangsbillet	?	entrébillet;adgangstegn
adgangskode	?	password
adgangskort	?	adgangsbillet
adgangskriterium	?	adgangskrav
adgangstegn	?	adgangsbillet
adjektiv	NOUN	tillægsord
adjektivet	NOUN	tillægsordet
adjektivets	NOUN	tillægsordets
adjektivs	NOUN	tillægsords
adjektiverne	NOUN	tillægsordene
adjektivernes	NOUN	tillægsordenes
adjektiver	NOUN	tillægsord
adjektivers	NOUN	tillægsords
adjø	INTJ	farvel
adkomst	NOUN	ret
adkomsten	NOUN	retten
adkomstens	NOUN	rettens
adkomsts	NOUN	rets
adkomsterne	NOUN	retterne
adkomsternes	NOUN	retternes
adkomster	NOUN	retter
adkomsters	NOUN	retters
adle	VERB	forædle
adl	VERB	forædl
adlet	VERB	forædlet
adler	VERB	forædler
adlende	VERB	forædlende
adlede	VERB	forædlede
adles	VERB	forædles
adledes	VERB	forædledes
adlyde	VERB	følge
adlyd	VERB	følg
adlydt	VERB	fulgt
adlyder	VERB	følger
adlydende	VERB	følgende
adlød	VERB	fulgte
adlydes	VERB	følges
administration	NOUN	forvaltning
administrationen	NOUN	forvaltningen
administrationens	NOUN	forvaltningens
administrations	NOUN	forvaltnings
administrationerne	NOUN	forvaltningerne
administrationernes	NOUN	forvaltningernes
administrationer	NOUN	forvaltninger
administrationers	NOUN	forvaltningers
administrere	VERB	bestyre;forvalte
administrer	VERB	forvalt;bestyr
administreret	VERB	bestyret;forvaltet
administrerer	VERB	bestyrer;forvalter
administrerende	VERB	bestyrende;forvaltende
administrerede	VERB	forvaltede;bestyrede
administreres	VERB	forvaltes;bestyres
administreredes	VERB	forvaltedes;bestyredes
adressat	NOUN	modtager
adressaten	NOUN	modtageren
adressatens	NOUN	modtagerens
adressats	NOUN	modtagers
adressaterne	NOUN	modtagerne
adressaternes	NOUN	modtagernes
adressater	NOUN	modtagere
adressaters	NOUN	modtageres
adresse	NOUN	bopæl
adressen	NOUN	bopælen
adressens	NOUN	bopælens
adresses	NOUN	bopæls
adresserne	NOUN	bopælene
adressernes	NOUN	bopælenes
adresser	NOUN	bopæle
adressers	NOUN	bopæles
adresseforandring	?	adresseændring
adresseændring	?	bopælsforandring;adresseforandring
adræt	ADJ	behændig;spændstig;spændstigt;behændigt
adrætte	ADJ	behændige;spændstige
adskille	VERB	skille
adskil	VERB	skil
adskilt	VERB	skilt
adskiller	VERB	skiller
adskillende	VERB	skillende
adskilte	VERB	skilte
adskilles	VERB	skilles
adskiltes	VERB	skiltes
adskillelse	NOUN	opdeling
adskillelsen	NOUN	opdelingen
adskillelsens	NOUN	opdelingens
adskillelses	NOUN	opdelings
adskillelserne	NOUN	opdelingerne
adskillelsernes	NOUN	opdelingernes
adskillelser	NOUN	opdelinger
adskillelsers	NOUN	opdelingers
adskillige	ADJ	flere
adskilthed	?	adskillelse
adspredthed	?	distræthed
adstadig	ADJ	sindig
adstadige	ADJ	sindige;satte
adstadigt	ADJ	sindigt
advare	VERB	fraråde
advar	VERB	fraråd
advaret	VERB	frarådet
advarer	VERB	fraråder
advarende	VERB	frarådende
advarede	VERB	frarådede
advares	VERB	frarådes
advaredes	VERB	frarådedes
advarselsskilt	?	advarselstavle
advarselstavle	?	advarselsskilt
adverbial	NOUN	biled
adverbialet	NOUN	bileddet
adverbialets	NOUN	bileddets
adverbials	NOUN	bileds
adverbialerne	NOUN	bileddene
adverbialernes	NOUN	bileddenes
adverbialer	NOUN	biled
adverbialers	NOUN	bileds
adverbialled	?	adverbial;biled
adverbium	NOUN	biord
adverbiet	NOUN	biordet
adverbiets	NOUN	biordets
adverbiums	NOUN	biords
adverbierne	NOUN	biordene
adverbiernes	NOUN	biordenes
adverbier	NOUN	biord
adverbiers	NOUN	biords
advokat	NOUN	sagfører
advokaten	NOUN	sagføreren
advokatens	NOUN	sagførerens
advokats	NOUN	sagførers
advokaterne	NOUN	sagførerne
advokaternes	NOUN	sagførernes
advokater	NOUN	sagførere
advokaters	NOUN	sagføreres
advokatbeskikkelse	?	advokatbestalling
advokatfirma	?	advokatvirksomhed;advokatkontor
advokatforretning	?	advokatfirma
advokatkontor	?	advokatfirma
advokatvirksomhed	?	advokatfirma
aerobisk	?	aerob
aerodrom	?	flyveplads
aerofobi	?	flyskræk
aeronaut	?	luftskipper
aeroplan	?	fly
aerosoldåse	?	spraydåse
afbagning	NOUN	opbagning
afbagningen	NOUN	opbagningen
afbagningens	NOUN	opbagningens
afbagnings	NOUN	opbagnings
afbagningerne	NOUN	opbagningerne
afbagningernes	NOUN	opbagningernes
afbagninger	NOUN	opbagninger
afbagningers	NOUN	opbagningers
afbankning	?	afklapsning
afbildning	NOUN	funktion
afbildningen	NOUN	funktionen
afbildningens	NOUN	funktionens
afbildnings	NOUN	funktions
afbildningerne	NOUN	funktionerne
afbildningernes	NOUN	funktionernes
afbildninger	NOUN	funktioner
afbildningers	NOUN	funktioners
afblegning	NOUN	blegning
afblegningen	NOUN	blegningen
afblegningens	NOUN	blegningens
afblegnings	NOUN	blegnings
afblegningerne	NOUN	blegningerne
afblegningernes	NOUN	blegningernes
afblegninger	NOUN	blegninger
afblegningers	NOUN	blegningers
afbryde	VERB	standse;stoppe
afbryd	VERB	stop;stands
afbrudt	VERB	stoppet;standset
afbryder	VERB	stopper;standser
afbrydende	VERB	stoppende;standsende
afbrød	VERB	stoppede;standsede
afbrydes	VERB	stoppes;standses
afbrydelse	NOUN	standsning
afbrydelsen	NOUN	standsningen
afbrydelsens	NOUN	standsningens
afbrydelses	NOUN	standsnings
afbrydelserne	NOUN	standsningerne
afbrydelsernes	NOUN	standsningernes
afbrydelser	NOUN	standsninger
afbrydelsers	NOUN	standsningers
afbøde	VERB	mildne
afbød	VERB	mildn
afbødet	VERB	mildnet
afbøder	VERB	mildner
afbødende	VERB	mildnende
afbødede	VERB	mildnede
afbødes	VERB	mildnes
afbødedes	VERB	mildnedes
afdække	VERB	klarlægge;blotlægge
afdæk	VERB	klarlæg;blotlæg
afdækket	VERB	blotlagt;klarlagt
afdækker	VERB	blotlægger;klarlægger
afdækkende	VERB	blotlæggende;klarlæggende
afdækkede	VERB	klarlagde;blotlagde
afdækkes	VERB	klarlægges;blotlægges
afdækkedes	VERB	klarlagdes;blotlagdes
afdæmpe	VERB	dæmpe
afdæmp	VERB	dæmp
afdæmpet	VERB	dæmpet
afdæmper	VERB	dæmper
afdæmpende	VERB	dæmpende
afdæmpede	VERB	dæmpede
afdæmpes	VERB	dæmpes
afdæmpedes	VERB	dæmpedes
affald	NOUN	skrald
affaldet	NOUN	skraldet
affaldets	NOUN	skraldets
affalds	NOUN	skralds
affaldsbehandling	?	affaldshåndtering
affaldsbeholder	?	affaldscontainer
affaldsbortskaffelse	?	renovation;affaldsdeponering
affaldsdeponering	?	affaldsdepot;affaldsdeponi
affaldsdepot	?	affaldsdeponi;affaldsdeponering
affaldsforbrænding	?	affaldsforbrændingsanlæg
affaldsforbrændingsanlæg	?	affaldsforbrænding
affaldsgebyr	?	erhvervsaffaldsgebyr
affaldspose	?	skraldepose
affaldsprodukt	?	spildprodukt
affaldsskakt	NOUN	nedfaldsskakt
affaldsskakten	NOUN	nedfaldsskakten
affaldsskaktens	NOUN	nedfaldsskaktens
affaldsskakts	NOUN	nedfaldsskakts
affaldsskaktene	NOUN	nedfaldsskaktene;nedfaldsskakterne
affaldsskakterne	NOUN	nedfaldsskaktene;nedfaldsskakterne
affaldsskaktenes	NOUN	nedfaldsskaktenes;nedfaldsskakternes
affaldsskakternes	NOUN	nedfaldsskaktenes;nedfaldsskakternes
affaldsskakte	NOUN	nedfaldsskakter;nedfaldsskakte
affaldsskakter	NOUN	nedfaldsskakter;nedfaldsskakte
affaldsskakters	NOUN	nedfaldsskakters;nedfaldsskaktes
affaldsskaktes	NOUN	nedfaldsskakters;nedfaldsskaktes
affase	?	fase af
affatte	VERB	formulere
affat	VERB	formuler
affattet	VERB	formuleret
affatter	VERB	formulerer
affattende	VERB	formulerende
affattede	VERB	formulerede
affattes	VERB	formuleres
affattedes	VERB	formuleredes
affekteret	ADJ	skabagtig;krukket;skabagtigt
affekterede	ADJ	skabagtige;krukkede
affinitet	NOUN	tilknytning
affiniteten	NOUN	tilknytningen
affinitetens	NOUN	tilknytningens
affinitets	NOUN	tilknytnings
affiniteterne	NOUN	tilknytningerne
affiniteternes	NOUN	tilknytningernes
affiniteter	NOUN	tilknytninger
affiniteters	NOUN	tilknytningers
affyringsrampe	?	afskydningsrampe
affældighed	?	alderdomssvækkelse
afføre	VERB	klæde
affør	VERB	klæd
afført	VERB	klædt
affører	VERB	klæder
afførende	VERB	klædende
afførte	VERB	klædte
afføres	VERB	klædes
afførtes	VERB	klædtes
afføring	NOUN	lort;fæces
afføringen	NOUN	lorten
afføringens	NOUN	lortens
afførings	NOUN	fæces';lorts
afføringsmiddel	?	laksativ
afgang	NOUN	afrejse;fratræden
afgangen	NOUN	afrejsen
afgangens	NOUN	afrejsens
afgangs	NOUN	afrejses;fratrædens
afgangene	NOUN	afrejserne
afgangenes	NOUN	afrejsernes
afgange	NOUN	afrejser
afganges	NOUN	afrejsers
afgangsbevis	?	eksamensbevis
afgift	NOUN	forbrugsskat
afgiften	NOUN	forbrugsskatten
afgiftens	NOUN	forbrugsskattens
afgifts	NOUN	forbrugsskats
afgifterne	NOUN	forbrugsskatterne
afgifternes	NOUN	forbrugsskatternes
afgifter	NOUN	forbrugsskatter
afgifters	NOUN	forbrugsskatters
afgivelse	NOUN	afståelse
afgivelsen	NOUN	afståelsen
afgivelsens	NOUN	afståelsens
afgivelses	NOUN	afståelses
afgivelserne	NOUN	afståelserne
afgivelsernes	NOUN	afståelsernes
afgivelser	NOUN	afståelser
afgivelsers	NOUN	afståelsers
afgjort	ADJ	bestemt
afgjorte	ADJ	bestemte
afgrund	NOUN	kløft
afgrunden	NOUN	kløften
afgrundens	NOUN	kløftens
afgrunds	NOUN	kløfts
afgrundene	NOUN	kløfterne
afgrundenes	NOUN	kløfternes
afgrunde	NOUN	kløfter
afgrundes	NOUN	kløfters
afgrøde	NOUN	høst
afgrøden	NOUN	høsten
afgrødens	NOUN	høstens
afgrødes	NOUN	høsts
afgrøderne	NOUN	høsterne
afgrødernes	NOUN	høsternes
afgrøder	NOUN	høster
afgrøders	NOUN	høsters
afgøre	VERB	beslutte
afgør	VERB	beslut;beslutter
afgjort	VERB	besluttet
afgørende	VERB	besluttende
afgjorde	VERB	besluttede
afgøres	VERB	besluttes
afgjordes	VERB	besluttedes
afgå	VERB	fratræde;fratræd
afgået	VERB	fratrådt
afgår	VERB	fratræder
afgående	VERB	fratrædende
afgik	VERB	fratrådte
afhente	VERB	hente
afhent	VERB	hent
afhentet	VERB	hentet
afhenter	VERB	henter
afhentende	VERB	hentende
afhentede	VERB	hentede
afhentes	VERB	hentes
afhentedes	VERB	hentedes
afholde	VERB	holde
afhold	VERB	hold
afholdt	VERB	holdt
afholder	VERB	holder
afholdende	VERB	holdende
afholdes	VERB	holdes
afholdtes	VERB	holdtes
afholdsfolk	?	afholdsmænd
afholdt	ADJ	populært;populær;vellidt
afholdte	ADJ	vellidte;populære
aficionado	NOUN	entusiast
aficionadoen	NOUN	entusiasten
aficionadoens	NOUN	entusiastens
aficionados	NOUN	entusiasts
aficionadoerne	NOUN	entusiasterne
aficionadoernes	NOUN	entusiasternes
aficionadoer	NOUN	entusiaster
aficionadoers	NOUN	entusiasters
afinstallation	NOUN	afinstallering
afinstallationen	NOUN	afinstalleringen
afinstallationens	NOUN	afinstalleringens
afinstallations	NOUN	afinstallerings
afinstallationerne	NOUN	afinstalleringerne
afinstallationernes	NOUN	afinstalleringernes
afinstallationer	NOUN	afinstalleringer
afinstallationers	NOUN	afinstalleringers
afinstallering	NOUN	afinstallation
afinstalleringen	NOUN	afinstallationen
afinstalleringens	NOUN	afinstallationens
afinstallerings	NOUN	afinstallations
afinstalleringerne	NOUN	afinstallationerne
afinstalleringernes	NOUN	afinstallationernes
afinstalleringer	NOUN	afinstallationer
afinstalleringers	NOUN	afinstallationers
afjog	?	afjogning
afjogning	?	afjog
afkast	NOUN	udbytte;provenu;udbytter;provenuer
afkastet	NOUN	provenuet;udbyttet
afkastets	NOUN	udbyttets;provenuets
afkasts	NOUN	provenus;provenuers;udbytters;udbyttes
afkastene	NOUN	udbytterne;provenuerne
afkastenes	NOUN	udbytternes;provenuernes
afklare	VERB	klarlægge
afklar	VERB	klarlæg
afklaret	VERB	klarlagt
afklarer	VERB	klarlægger
afklarende	VERB	klarlæggende
afklarede	VERB	klarlagde
afklares	VERB	klarlægges
afklaredes	VERB	klarlagdes
afklaring	NOUN	klarlægning
afklaringen	NOUN	klarlægningen
afklaringens	NOUN	klarlægningens
afklarings	NOUN	klarlægnings
afklippe	?	klippe af
afkode	VERB	dechifrere
afkod	VERB	dechifrer
afkodet	VERB	dechifreret
afkoder	VERB	dechifrerer
afkodende	VERB	dechifrerende
afkodede	VERB	dechifrerede
afkodes	VERB	dechifreres
afkodedes	VERB	dechifreredes
afkodning	NOUN	dechifrering
afkodningen	NOUN	dechifreringen
afkodningens	NOUN	dechifreringens
afkodnings	NOUN	dechifrerings
afkodningerne	NOUN	dechifreringerne
afkodningernes	NOUN	dechifreringernes
afkodninger	NOUN	dechifreringer
afkodningers	NOUN	dechifreringers
afkorte	VERB	nedsætte;forkorte
afkort	VERB	forkort;nedsæt
afkortet	VERB	nedsat;forkortet
afkorter	VERB	nedsætter;forkorter
afkortende	VERB	forkortende;nedsættende
afkortede	VERB	nedsatte;forkortede
afkortes	VERB	nedsættes;forkortes
afkortedes	VERB	forkortedes;nedsattes
afkriminalisere	VERB	legalisere
afkriminaliser	VERB	legaliser
afkriminaliseret	VERB	legaliseret
afkriminaliserer	VERB	legaliserer
afkriminaliserende	VERB	legaliserende
afkriminaliserede	VERB	legaliserede
afkriminaliseres	VERB	legaliseres
afkriminaliseredes	VERB	legaliseredes
afkriminalisering	NOUN	legalisering
afkriminaliseringen	NOUN	legaliseringen
afkriminaliseringens	NOUN	legaliseringens
afkriminaliserings	NOUN	legaliserings
afkriminaliseringerne	NOUN	legaliseringerne
afkriminaliseringernes	NOUN	legaliseringernes
afkriminaliseringer	NOUN	legaliseringer
afkriminaliseringers	NOUN	legaliseringers
afkræfte	VERB	dementere
afkræft	VERB	dementer
afkræftet	VERB	dementeret
afkræfter	VERB	dementerer
afkræftende	VERB	dementerende
afkræftede	VERB	dementerede
afkræftes	VERB	dementeres
afkræftedes	VERB	dementeredes
afladning	NOUN	lastning;afskibning;ladning
afladningen	NOUN	afskibningen;lastningen;ladningen
afladningens	NOUN	ladningens;afskibningens;lastningens
afladnings	NOUN	afskibnings;ladnings;lastnings
afladningerne	NOUN	afskibningerne;lastningerne;ladningerne
afladningernes	NOUN	ladningernes;lastningernes;afskibningernes
afladninger	NOUN	lastninger;afskibninger;ladninger
afladningers	NOUN	afskibningers;ladningers;lastningers
aflaste	VERB	lette
aflast	VERB	let
aflastet	VERB	lettet
aflaster	VERB	letter
aflastende	VERB	lettende
aflastede	VERB	lettede
aflastes	VERB	lettes
aflastedes	VERB	lettedes
aflede	VERB	bortlede;derivere
afled	VERB	bortled;deriver
afledet	VERB	deriveret;bortledt
afledt	VERB	deriveret;bortledt
afleder	VERB	deriverer;bortleder
afledende	VERB	bortledende;deriverende
afledte	VERB	bortledte;deriverede
afledes	VERB	bortledes;deriveres
afledtes	VERB	bortledtes;deriveredes
afledning	NOUN	derivation
afledningen	NOUN	derivationen
afledningens	NOUN	derivationens
aflednings	NOUN	derivations
afledningerne	NOUN	derivationerne
afledningernes	NOUN	derivationernes
afledninger	NOUN	derivationer
afledningers	NOUN	derivationers
afledningsendelse	?	suffiks
aflæggelse	NOUN	aflægning
aflæggelsen	NOUN	aflægningen
aflæggelsens	NOUN	aflægningens
aflæggelses	NOUN	aflægnings
aflæggelserne	NOUN	aflægningerne
aflæggelsernes	NOUN	aflægningernes
aflæggelser	NOUN	aflægninger
aflæggelsers	NOUN	aflægningers
aflægger	NOUN	udløber
aflæggeren	NOUN	udløberen
aflæggerens	NOUN	udløberens
aflæggers	NOUN	udløbers
aflæggerne	NOUN	udløberne
aflæggernes	NOUN	udløbernes
aflæggere	NOUN	udløbere
aflæggeres	NOUN	udløberes
aflægning	NOUN	aflæggelse
aflægningen	NOUN	aflæggelsen
aflægningens	NOUN	aflæggelsens
aflægnings	NOUN	aflæggelses
aflægningerne	NOUN	aflæggelserne
aflægningernes	NOUN	aflæggelsernes
aflægninger	NOUN	aflæggelser
aflægningers	NOUN	aflæggelsers
aflægs	ADJ	nedslidt;udslidt
aflæse	VERB	afkode;tyde
aflæs	VERB	afkod;tyd
aflæst	VERB	afkodet;tydet
aflæser	VERB	afkoder;tyder
aflæsende	VERB	tydende;afkodende
aflæste	VERB	tydede;afkodede
aflæses	VERB	tydes;afkodes
aflæstes	VERB	afkodedes;tydedes
afløfte	?	løfte af
aflønne	VERB	lønne
afløn	VERB	løn
aflønnet	VERB	lønnet
aflønner	VERB	lønner
aflønnende	VERB	lønnende
aflønnede	VERB	lønnede
aflønnes	VERB	lønnes
aflønnedes	VERB	lønnedes
aflønning	NOUN	lønning
aflønningen	NOUN	lønningen
aflønningens	NOUN	lønningens
aflønnings	NOUN	lønnings
aflønningerne	NOUN	lønningerne
aflønningernes	NOUN	lønningernes
aflønninger	NOUN	lønninger
aflønningers	NOUN	lønningers
afløse	VERB	efterfølge;erstatte
afløs	VERB	erstat;efterfølg
afløst	VERB	efterfulgt;erstattet
afløser	VERB	efterfølger;erstatter
afløsende	VERB	erstattende;efterfølgende
afløste	VERB	erstattede;efterfulgte
afløses	VERB	erstattes;efterfølges
afløstes	VERB	erstattedes;efterfulgtes
afløser	NOUN	vikar
afløseren	NOUN	vikaren
afløserens	NOUN	vikarens
afløsers	NOUN	vikars
afløserne	NOUN	vikarerne
afløsernes	NOUN	vikarernes
afløsere	NOUN	vikarer
afløseres	NOUN	vikarers
afløsning	NOUN	erstatning
afløsningen	NOUN	erstatningen
afløsningens	NOUN	erstatningens
afløsnings	NOUN	erstatnings
afløsningerne	NOUN	erstatningerne
afløsningernes	NOUN	erstatningernes
afløsninger	NOUN	erstatninger
afløsningers	NOUN	erstatningers
afmagringspille	?	slankepille
afmagt	NOUN	besvimelse
afmagten	NOUN	besvimelsen
afmagtens	NOUN	besvimelsens
afmagts	NOUN	besvimelses
afmatning	NOUN	nedgang;svækkelse
afmatningen	NOUN	svækkelsen;nedgangen
afmatningens	NOUN	nedgangens;svækkelsens
afmatnings	NOUN	nedgangs;svækkelses
afmatningerne	NOUN	svækkelserne;nedgangene
afmatningernes	NOUN	svækkelsernes;nedgangenes
afmatninger	NOUN	svækkelser;nedgange
afmatningers	NOUN	nedganges;svækkelsers
afmelde	VERB	framelde
afmeld	VERB	frameld
afmeldt	VERB	frameldt
afmelder	VERB	framelder
afmeldende	VERB	frameldende
afmeldte	VERB	frameldte
afmeldes	VERB	frameldes
afmeldtes	VERB	frameldtes
afmelding	NOUN	framelding
afmeldingen	NOUN	frameldingen
afmeldingens	NOUN	frameldingens
afmeldings	NOUN	frameldings
afmeldingerne	NOUN	frameldingerne
afmeldingernes	NOUN	frameldingernes
afmeldinger	NOUN	frameldinger
afmeldingers	NOUN	frameldingers
afmilitarisere	VERB	demilitarisere
afmilitariser	VERB	demilitariser
afmilitariseret	VERB	demilitariseret
afmilitariserer	VERB	demilitariserer
afmilitariserende	VERB	demilitariserende
afmilitariserede	VERB	demilitariserede
afmilitariseres	VERB	demilitariseres
afmilitariseredes	VERB	demilitariseredes
afmilitarisering	NOUN	demilitarisering
afmilitariseringen	NOUN	demilitariseringen
afmilitariseringens	NOUN	demilitariseringens
afmilitariserings	NOUN	demilitariserings
afmilitariseringerne	NOUN	demilitariseringerne
afmilitariseringernes	NOUN	demilitariseringernes
afmilitariseringer	NOUN	demilitariseringer
afmilitariseringers	NOUN	demilitariseringers
afmægtig	ADJ	magtesløs
afmægtige	ADJ	magtesløse
afmægtigt	ADJ	magtesløst
afmægtighed	?	afmagt
afmærke	VERB	markere
afmærk	VERB	marker
afmærket	VERB	markeret
afmærker	VERB	markerer
afmærkende	VERB	markerende
afmærkede	VERB	markerede
afmærkes	VERB	markeres
afmærkedes	VERB	markeredes
afpasse	VERB	justere;tilpasse
afpas	VERB	juster;tilpas
afpasset	VERB	justeret;tilpasset
afpasser	VERB	tilpasser;justerer
afpassende	VERB	justerende;tilpassende
afpassede	VERB	justerede;tilpassede
afpasses	VERB	justeres;tilpasses
afpassedes	VERB	tilpassedes;justeredes
afpersonalisere	VERB	depersonalisere
afpersonaliser	VERB	depersonaliser
afpersonaliseret	VERB	depersonaliseret
afpersonaliserer	VERB	depersonaliserer
afpersonaliserende	VERB	depersonaliserende
afpersonaliserede	VERB	depersonaliserede
afpersonaliseres	VERB	depersonaliseres
afpersonaliseredes	VERB	depersonaliseredes
afpille	?	pille af
afprøve	VERB	teste
afprøv	VERB	test
afprøvet	VERB	testet
afprøver	VERB	tester
afprøvende	VERB	testende
